"","Region","Track.Name","Artist","total_stream","yearly_rank","track_id","artists","artists_IDs","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Artist_ID"
"73","ar","Baby","Amenazzy",8855371,73,"2IA8cFA46DkjgbsRG7kKbp","Amenazzy;Nicky Jam;Farruko","6kq4GHwUcUojGIu0ziSNXf;1SupJlEpv7RS2tPNRaHViT;329e4yvIujISKGKz1BZZbO",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"6kq4GHwUcUojGIu0ziSNXf"
"74","ar","Tan Bien (feat. Agus Padilla)","Lit Killah",8826966,74,"43Q1jBoHh3pQkh3Oy7TA1g","Lit Killah;Agus Padilla","1vqR17Iv8VFdzure1TAXEq;2qmA5QmaGZH3ky4qq25d1m",0.784,0.761,10,-4.253,0,0.0343,0.108,5.05e-05,0.05,0.385,105.005,204989,4,"1vqR17Iv8VFdzure1TAXEq"
"75","ar","Esclavo de Tus Besos","Manuel Turizo",8818169,75,"0WpwK09agFbwEUaNrGnXoe","Manuel Turizo;Ozuna","0tmwSHipWxN12fsoLcFU3B;1i8SpTcr7yvPOmcqrbnVXY",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"0tmwSHipWxN12fsoLcFU3B"
"76","ar","No Es Justo","J Balvin",8816263,76,"5qFeMRz4TvetPmzjre9Dq7","J Balvin;Zion & Lennox","1vyhD5VmyZ7KMfW5gqLgo5;21451j1KhjAiaYKflxBjr1",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"1vyhD5VmyZ7KMfW5gqLgo5"
"77","ar","Frijo: Bzrp Music Sessions, Vol. 10","Bizarrap",8789850,77,"0m9LriWYZaNi5PesRbFqsb","Bizarrap;Frijo;Hot Plug Beats","716NhGYqD1jl2wI1Qkgq36;4D2d63igYEdzhzFnxrSow7;1fXCGECRsxOUDi7tj3hifF",0.851,0.599,8,-5.347,1,0.0985,0.258,0,0.179,0.668,99.981,130912,4,"716NhGYqD1jl2wI1Qkgq36"
"78","ar","Mala Mía","Maluma",8744487,78,"62o8KoI44JfN7aYxgTnPvh","Maluma","1r4hJ1h58CWwUQe3MxPuau",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"1r4hJ1h58CWwUQe3MxPuau"
"79","ar","NI BIEN NI MAL","Bad Bunny",8636743,79,"278kSqsZIiYp8p3QjYAqa8","Bad Bunny","4q3ewBCX7sLwd24euuV69X",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"4q3ewBCX7sLwd24euuV69X"
"80","ar","Adicto (with Anuel AA & Ozuna)","Tainy",8461909,80,"3jbT1Y5MoPwEIpZndDDwVq","Tainy;Anuel AA;Ozuna","0GM7qgcRCORpGnfcN2tCiB;2R21vXR83lH98kGeO99Y66;1i8SpTcr7yvPOmcqrbnVXY",0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,"0GM7qgcRCORpGnfcN2tCiB"
"81","ar","Te Boté - Remix","Nio Garcia",8377636,81,"3V8UKqhEK5zBkBb6d6ub8i","Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam","5hdhHgpxyniooUiQVaPxQ0;1fux65HMCBvfJHqlBc4Nno;4q3ewBCX7sLwd24euuV69X;1TtXnWcUs0FCkaZDPGYHdf;1i8SpTcr7yvPOmcqrbnVXY;1SupJlEpv7RS2tPNRaHViT",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"5hdhHgpxyniooUiQVaPxQ0"
"82","ar","Yo x Ti, Tu x Mi","ROSALÍA",8322507,82,"7BlBVFwvbWvcwNcUarQmjk","ROSALÍA;Ozuna","7ltDVBr6mKbRvohxheJ9h1;1i8SpTcr7yvPOmcqrbnVXY",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4,"7ltDVBr6mKbRvohxheJ9h1"
"83","ar","Culpables","KAROL G",8030560,83,"4RGKft6YTTWHjpQeRIInuS","KAROL G;Anuel AA","790FomKkXshlbRYZFtlgla;2R21vXR83lH98kGeO99Y66",0.728,0.812,8,-3.017,0,0.0833,0.287,2.9e-06,0.13,0.418,130.029,228960,4,"790FomKkXshlbRYZFtlgla"
"84","ar","Trueno: Bzrp Freestyle Sessions, Vol. 6","Bizarrap",7855885,84,"1DckcUSLpCfYsD1htu4JnF","Bizarrap;Trueno","716NhGYqD1jl2wI1Qkgq36;2x7PC78TmgqpEIjaGAZ0Oz",0.778,0.739,1,-5.453,1,0.285,0.74,8e-05,0.0857,0.496,150.033,199392,4,"716NhGYqD1jl2wI1Qkgq36"
"85","ar","Aullando","Wisin & Yandel",7846251,85,"7BuHdm4lQqcyG3qTwdkxus","Wisin & Yandel;Romeo Santos","1wZtkThiXbVNtj6hee6dz9;5lwmRuXgjX8xIwlnauTZIP",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"1wZtkThiXbVNtj6hee6dz9"
"86","ar","Rebota - Remix","Guaynaa",7633895,86,"3dWpRjCmaHbroNahuSeX11","Guaynaa;Nicky Jam;Farruko;Becky G;Sech","0BqURncJM5B1BBu7UM51eq;1SupJlEpv7RS2tPNRaHViT;329e4yvIujISKGKz1BZZbO;4obzFoKoKRHIphyHzJ35G3;77ziqFxp5gaInVrF2lj4ht",0.885,0.857,0,-2.279,0,0.204,0.205,0,0.671,0.818,90.025,262000,4,"0BqURncJM5B1BBu7UM51eq"
"87","ar","Asesina - Remix","Brytiago",7518624,87,"59PYgzOiOjGDzjDT5N5oOX","Brytiago;Daddy Yankee;Ozuna;Darell;Anuel AA","00XhexlJEXQstHimpZN910;4VMYDCV2IEDYJArk749S6m;1i8SpTcr7yvPOmcqrbnVXY;1TtXnWcUs0FCkaZDPGYHdf;2R21vXR83lH98kGeO99Y66",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"00XhexlJEXQstHimpZN910"
"88","ar","Homerun (Intro)","Paulo Londra",7459827,88,"7kh95COsNZjnTmc6aF76n7","Paulo Londra","3vQ0GE3mI0dAaxIMYe5g7z",0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505,4,"3vQ0GE3mI0dAaxIMYe5g7z"
"89","ar","Spaghetti del Rock","Divididos",7352534,89,"6rg1MBZqggsQ5olFGTw0rr","Divididos","6ZIgPKHzpcswB8zh7sRIhx",0.626,0.389,4,-11.609,1,0.0254,0.677,1.12e-05,0.117,0.656,97.708,212880,4,"6ZIgPKHzpcswB8zh7sRIhx"
"90","ar","Si Se Da - Remix","Myke Towers",7317898,90,"6K5BsR04ijf3FHNzjbaagD","Myke Towers;Farruko;Arcangel;Sech;Zion","7iK8PXO48WeuP03g8YR51W;329e4yvIujISKGKz1BZZbO;4SsVbpTthjScTS7U2hmr1X;77ziqFxp5gaInVrF2lj4ht;7uS0OYJ72fRQDd8RZEo4J0",0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999,332240,4,"7iK8PXO48WeuP03g8YR51W"
"91","ar","TERRAZA","WOS",7220005,91,"6cLWKCBNawunqBHmyzdG7v","WOS","5YCc6xS5Gpj3EkaYGdjyNK",0.7,0.652,2,-9.327,1,0.0885,0.279,0,0.123,0.411,85.034,234950,4,"5YCc6xS5Gpj3EkaYGdjyNK"
"92","ar","La Boca","Mau y Ricky",7119778,92,"0UQwlF2pRkr1lMN6kNNUj3","Mau y Ricky;Camilo","2wkoKEfS6dXwThbyTnZWFU;28gNT5KBp7IjEOQoevXf9N",0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,"2wkoKEfS6dXwThbyTnZWFU"
"93","ar","Nena Maldición (feat. Lenny Tavárez)","Paulo Londra",7107543,93,"2aMVyJSuDFFL1sTjJnvk7X","Paulo Londra;Lenny Tavárez","3vQ0GE3mI0dAaxIMYe5g7z;1pQWsZQehhS4wavwh7Fnxd",0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"3vQ0GE3mI0dAaxIMYe5g7z"
"94","ar","No Puedo","Paulo Londra",7106215,94,"6MbSMSXrSlvsyHf4kcaLQi","Paulo Londra","3vQ0GE3mI0dAaxIMYe5g7z",0.792,0.68,5,-5.392,0,0.119,0.361,0,0.1,0.519,140.041,175029,4,"3vQ0GE3mI0dAaxIMYe5g7z"
"95","ar","Crimen","Gustavo Cerati",7085849,95,"3oqWr0jDWNXxWufNogGREp","Gustavo Cerati","1QOmebWGB6FdFtW7Bo3F0W",0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,232027,4,"1QOmebWGB6FdFtW7Bo3F0W"
"96","ar","Baila Baila Baila - Remix","Ozuna",7079041,96,"7mWFF4gPADjTQjC97CgFVt","Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA","1i8SpTcr7yvPOmcqrbnVXY;4VMYDCV2IEDYJArk749S6m;1vyhD5VmyZ7KMfW5gqLgo5;329e4yvIujISKGKz1BZZbO;2R21vXR83lH98kGeO99Y66",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"1i8SpTcr7yvPOmcqrbnVXY"
"97","ar","Nunca quise","Intoxicados",7056854,97,"0ZAJ660VP57lLK4U7NlGOy","Intoxicados","4VgvR7eu3k2T20mo6mXhXF",0.71,0.787,9,-6.3,1,0.0279,0.0891,0,0.149,0.874,118.002,260371,4,"4VgvR7eu3k2T20mo6mXhXF"
"98","ar","Wapo Traketero","Nicki Nicole",7022637,98,"46FqCuJ8y7Ab86xfYPqBkA","Nicki Nicole","2UZIAOlrnyZmyzt1nuXr9y",0.759,0.43,2,-11.102,0,0.556,0.414,2.57e-05,0.0731,0.506,150.048,181000,4,"2UZIAOlrnyZmyzt1nuXr9y"
"99","ar","thank u, next","Ariana Grande",6964906,99,"2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"66CXWjxzNUsdJxJ2JdwvnR"
"100","ar","I Don't Care (with Justin Bieber)","Ed Sheeran",6963202,100,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"101","at","bad guy","Billie Eilish",3740103,1,"2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"102","at","Señorita","Shawn Mendes",3503250,2,"0TK2YIli7K1leLovkQiNik","Shawn Mendes;Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr;4nDoRrQiYLoBzwC5BhVJzF",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,"7n2wHs1TKAczGzO7Dd2rGr"
"103","at","500 PS","Bonez MC",3471308,3,"4UOXo3xWnxYdTf3sFyRaUG","Bonez MC;RAF Camora","1aS5tqEs9ci5P9KD9tZWa6;0Dvx6p8JDyzeOPGmaCIH1L",0.805,0.924,7,-5.883,0,0.0439,0.391,0.00448,0.0902,0.836,139.976,181971,4,"1aS5tqEs9ci5P9KD9tZWa6"
"104","at","Sweet but Psycho","Ava Max",3281721,4,"25sgk305KZfyuqVBQIahim","Ava Max","4npEfmQ6YuiwW1GpUmaq3F",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"4npEfmQ6YuiwW1GpUmaq3F"
"105","at","Tilidin","Capital Bra",3183833,5,"0Dlcu2fgHklOnajVu2dUNU","Capital Bra;Samra","4WZGDpNwrC0vNQyl9QzF7d;6h1s4i4XKIYv4ErDelLDN0",0.631,0.673,6,-4.892,0,0.384,0.407,0,0.154,0.721,83.504,172036,4,"4WZGDpNwrC0vNQyl9QzF7d"
"106","at","Dance Monkey","Tones and I",3179003,6,"1rgnBhdG2JDFTbYkYRZAku","Tones and I","2NjfBq1NflQcKSeiDooVjY",0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4,"2NjfBq1NflQcKSeiDooVjY"
"107","at","High Hopes","Panic! At The Disco",2886111,7,"1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,"20JZFwl6HVl6yg8a4H3ZqK"
"108","at","Wieder Lila","Samra",2868085,8,"2kkcJ8tSDV42LdWcPjy6We","Samra;Capital Bra","6h1s4i4XKIYv4ErDelLDN0;4WZGDpNwrC0vNQyl9QzF7d",0.656,0.756,2,-4.026,0,0.3,0.435,0,0.0934,0.645,168.031,188057,4,"6h1s4i4XKIYv4ErDelLDN0"
"109","at","Prinzessa","Capital Bra",2825941,9,"0Tq0EhQpVeQJwV3E3P5Jti","Capital Bra","4WZGDpNwrC0vNQyl9QzF7d",0.736,0.585,7,-6.769,1,0.12,0.513,2.02e-05,0.108,0.28,100.609,178000,4,"4WZGDpNwrC0vNQyl9QzF7d"
"110","at","I Don't Care (with Justin Bieber)","Ed Sheeran",2806854,10,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"111","at","Benzema","Capital Bra",2692161,11,"0gyO8zq1Hw5GTQ33EXcc40","Capital Bra","4WZGDpNwrC0vNQyl9QzF7d",0.785,0.699,10,-6.691,0,0.359,0.543,0,0.12,0.286,100.908,159152,4,"4WZGDpNwrC0vNQyl9QzF7d"
"112","at","Someone You Loved","Lewis Capaldi",2561647,12,"2TIlqbIneP0ZY1O0EzYLlc","Lewis Capaldi","4GNC7GD6oZMSxPGyXy4MNB",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,"4GNC7GD6oZMSxPGyXy4MNB"
"113","at","Tausend Tattoos","Sido",2505214,13,"1rGZd7EVl4aOClpzDLNPwy","Sido","4Yttlv9ndGjCDCVLqM7ACq",0.652,0.818,11,-4.223,1,0.221,0.129,0,0.234,0.373,92.246,204959,4,"4Yttlv9ndGjCDCVLqM7ACq"
"114","at","Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","KitschKrieg",2402484,14,"4Nip6oiJU24LqcUEi7u19S","KitschKrieg;Trettmann;Gzuz;Gringo;Ufo361","5tHiL8SKSaZGMBUPIiSmX4;6QzzeKV0VcnT2vJMYDPuL4;5eioJDe26lOqkAMbuhzZYs;5Sjj30aHCmKcM9SdVX7PBK;5pVRwX5ZQR7hfJ18w8ZYkl",0.826,0.76,1,-6.591,1,0.187,0.146,0,0.155,0.875,88.999,195291,4,"5tHiL8SKSaZGMBUPIiSmX4"
"115","at","Cherry Lady","Capital Bra",2397028,15,"3r1cV21xPMkgCmxk8VqWOB","Capital Bra","4WZGDpNwrC0vNQyl9QzF7d",0.838,0.549,9,-7.145,0,0.0755,0.877,0.000964,0.115,0.654,114.445,135597,4,"4WZGDpNwrC0vNQyl9QzF7d"
"116","at","Kokain","Bonez MC",2366014,16,"4Bj3usjRTckEJARO0dLbDf","Bonez MC;RAF Camora;Gzuz","1aS5tqEs9ci5P9KD9tZWa6;0Dvx6p8JDyzeOPGmaCIH1L;5eioJDe26lOqkAMbuhzZYs",0.615,0.677,5,-7.906,0,0.363,0.231,0,0.543,0.608,170.117,209232,4,"1aS5tqEs9ci5P9KD9tZWa6"
"117","at","Baller los","MERO",2336230,17,"1IPRghUN3LFPNbCTsfBJx9","MERO","5wyWp867LWGjFmYZXVSFnZ",0.642,0.598,10,-8.716,0,0.283,0.505,0,0.129,0.508,170.185,160357,4,"5wyWp867LWGjFmYZXVSFnZ"
"118","at","Perfekt (feat. Sofiane)","RAF Camora",2296500,18,"38KR9aB0bPkjM4gKhKr7tr","RAF Camora;AriBeatz;Sofiane","0Dvx6p8JDyzeOPGmaCIH1L;6cNWiizYLCClZdnIvqU968;6qFt3TjvxMt77YGsktWG8Z",0.604,0.765,11,-6.75,0,0.434,0.639,0,0.0938,0.773,118.257,213945,4,"0Dvx6p8JDyzeOPGmaCIH1L"
"119","at","DNA","KC Rebell",2260175,19,"43DtCXAz2qUJ4YiTX6ICT0","KC Rebell;Summer Cem;Capital Bra","5p7mWeX4RlvqBCxylfiXdE;3drqpTL4sQOckmAfF9i1wg;4WZGDpNwrC0vNQyl9QzF7d",0.833,0.701,2,-4.602,1,0.265,0.0526,2.46e-06,0.109,0.524,156.094,253373,4,"5p7mWeX4RlvqBCxylfiXdE"
"120","at","Shallow","Lady Gaga",2233891,20,"2VxeLyX666F8uXCJ0dZF8B","Lady Gaga;Bradley Cooper","1HY2Jd0NmPuamShAr6KMms;4VIvfOurcf0vuLRxLkGnIG",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,"1HY2Jd0NmPuamShAr6KMms"
"121","at","2x","Mathea",2225557,21,"2pu5rVWy3zPlgypJzL3Mlw","Mathea","3r5Kc95Oz8lDc8BL9ChO7n",0.845,0.509,7,-7.294,1,0.102,0.224,0,0.171,0.282,123.067,202053,4,"3r5Kc95Oz8lDc8BL9ChO7n"
"122","at","In My Mind","Dynoro",2212069,22,"0E9ZjEAyAwOXZ7wJC0PD33","Dynoro;Gigi D'Agostino","3v6Ji4uoWtKRkhuDUaxi9n;1OAjDaKgg00KCUYqDe68un",0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"3v6Ji4uoWtKRkhuDUaxi9n"
"123","at","Rolex","Capital Bra",2175824,23,"38lQ7lYhN3eSWepnZHaiBF","Capital Bra;Summer Cem;KC Rebell","4WZGDpNwrC0vNQyl9QzF7d;3drqpTL4sQOckmAfF9i1wg;5p7mWeX4RlvqBCxylfiXdE",0.813,0.59,4,-6.542,0,0.345,0.346,0,0.0335,0.716,91.985,235955,4,"4WZGDpNwrC0vNQyl9QzF7d"
"124","at","Roller","Apache 207",2078347,24,"5dhQeuLGmlhfwlI6BWfSpo","Apache 207","1qQLhymHXFPtP5U8KNKsm6",0.928,0.758,10,-6.471,0,0.144,0.03,0.00437,0.29,0.729,128.005,158853,4,"1qQLhymHXFPtP5U8KNKsm6"
"125","at","Be Alright","Dean Lewis",2063827,25,"2H4gf1wLxvYreMj1jcaN0k","Dean Lewis","3QSQFmccmX81fWCUSPTS7y",0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,196493,4,"3QSQFmccmX81fWCUSPTS7y"
"126","at","Wir ticken","Capital Bra",2041055,26,"1ag6DENIjtcmRFCx5JjUng","Capital Bra;Samra","4WZGDpNwrC0vNQyl9QzF7d;6h1s4i4XKIYv4ErDelLDN0",0.633,0.691,7,-4.952,0,0.419,0.275,0,0.17,0.823,180.051,203067,4,"4WZGDpNwrC0vNQyl9QzF7d"
"127","at","Diamonds (feat. Capital Bra)","Summer Cem",2034038,27,"2QpxC2yag7Ec7Ut1dovXKb","Summer Cem;Capital Bra","3drqpTL4sQOckmAfF9i1wg;4WZGDpNwrC0vNQyl9QzF7d",0.763,0.495,4,-8.685,0,0.272,0.0887,0,0.07,0.347,154.794,197013,4,"3drqpTL4sQOckmAfF9i1wg"
"128","at","Happier","Marshmello",2022282,28,"2dpaYNEQHiRxtZbfNsse99","Marshmello;Bastille","64KEffDW9EtZ1y2vBYgq8T;7EQ0qTo7fWT7DPxmxtSYEc",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"64KEffDW9EtZ1y2vBYgq8T"
"129","at","Beautiful People (feat. Khalid)","Ed Sheeran",2005024,29,"4evmHXcjt3bTUHD1cvny97","Ed Sheeran;Khalid","6eUKZXaKkcviH0Ku9w2n3V;6LuN9FCkKOj5PcnpouEgny",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,"6eUKZXaKkcviH0Ku9w2n3V"
"130","at","Mary","Bausa",1969545,30,"2Jij6ebp6ToNKOn5DWlGxV","Bausa","13bDjug9N0pyv3ZUINjkDV",0.652,0.702,4,-8.124,1,0.0803,0.03,0,0.0831,0.82,151.995,158282,4,"13bDjug9N0pyv3ZUINjkDV"
"131","at","Piece Of Your Heart","MEDUZA",1884220,31,"1DFD5Fotzgn6yYXkYsKiGs","MEDUZA;Goodboys","0xRXCcSX89eobfrshSVdyu;2nm38smINjms1LtczR0Cei",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,"0xRXCcSX89eobfrshSVdyu"
"132","at","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1865842,32,"0RiRZpuVRbi7oqRdSMwhQY","Post Malone;Swae Lee","246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"246dkjvS1zLTtiykXe5h60"
"133","at","Sucker","Jonas Brothers",1849132,33,"22vgEDb5hykfaTwLuskFGD","Jonas Brothers","7gOdHgIoIKoe4i9Tta6qdD",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4,"7gOdHgIoIKoe4i9Tta6qdD"
"134","at","Hobby Hobby","MERO",1847402,34,"0dmrz4V5kiezQAqQ3VqGob","MERO","5wyWp867LWGjFmYZXVSFnZ",0.743,0.742,5,-6.457,0,0.181,0.398,0,0.136,0.851,163.979,153560,4,"5wyWp867LWGjFmYZXVSFnZ"
"135","at","Don't Call Me Up","Mabel",1838163,35,"5WHTFyqSii0lmT9R21abT8","Mabel","1MIVXf74SZHmTIp4V4paH4",0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4,"1MIVXf74SZHmTIp4V4paH4"
"136","at","Wolke 10","MERO",1825658,36,"14f1n3XCW3fQhAODW0CwLK","MERO","5wyWp867LWGjFmYZXVSFnZ",0.77,0.797,10,-4.985,0,0.0693,0.0662,3.81e-06,0.0858,0.393,100.003,172827,4,"5wyWp867LWGjFmYZXVSFnZ"
"137","at","Bad Liar","Imagine Dragons",1825645,37,"1erDNx55IWAE9OYuBTRYgc","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,"53XhwfbYqKCa1cC15pYq2q"
"138","at","7 rings","Ariana Grande",1811608,38,"14msK75pk3pA33pzPVNtBF","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,4,"66CXWjxzNUsdJxJ2JdwvnR"
"139","at","110","Capital Bra",1794143,39,"5sdQ7VUx6GOfsRoSxnK1YG","Capital Bra;Samra;LEA","4WZGDpNwrC0vNQyl9QzF7d;6h1s4i4XKIYv4ErDelLDN0;5Yo5iU2nf4H41waPl4ZnS1",0.48,0.749,1,-5.057,0,0.432,0.533,0,0.0997,0.419,179.056,194534,4,"4WZGDpNwrC0vNQyl9QzF7d"
"140","at","Rescue Me","OneRepublic",1791925,40,"0mjAU3yKR1QnXnHtjGJqTM","OneRepublic","5Pwc4xIPtQLFEnJriah9YJ",0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049,158900,4,"5Pwc4xIPtQLFEnJriah9YJ"
"141","at","Speechless (feat. Erika Sirola)","Robin Schulz",1781626,41,"1rCcsYnmqbMYdkG7kS9GC5","Robin Schulz;Erika Sirola","3t5xRXzsuZmMDkQzgOX35S;1OHw2r7Diz2rc9JktaFV6N",0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942,4,"3t5xRXzsuZmMDkQzgOX35S"
"142","at","when the party's over","Billie Eilish",1735781,42,"14JzyD6FlBD5z0wV5P07YI","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"6qqNVTkY8uBg9cP3Jd7DAH"
"143","at","Dior 2001","RIN",1725094,43,"2eNSyVH3sNPiAj9WpRYK73","RIN","18ISxWwWjV6rPLoVCXf1dz",0.43,0.699,1,-5.892,1,0.143,0.0117,0.093,0.123,0.473,76.854,192941,4,"18ISxWwWjV6rPLoVCXf1dz"
"144","at","Old Town Road","Lil Nas X",1687604,44,"0F7FA14euOIX8KcbEturGH","Lil Nas X","7jVv8c5Fj3E9VhNjxT4snq",0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4,"7jVv8c5Fj3E9VhNjxT4snq"
"145","at","Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1674192,45,"4O4HtthxTvVL1Z1PuDb7GX","Lil Nas X;Billy Ray Cyrus","7jVv8c5Fj3E9VhNjxT4snq;60rpJ9SgigSd16DOAG7GSa",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"7jVv8c5Fj3E9VhNjxT4snq"
"146","at","Con Calma","Daddy Yankee",1667414,46,"5w9c2J52mkdntKOmRLeM2m","Daddy Yankee;Snow","4VMYDCV2IEDYJArk749S6m;3uZFBSsMiooimnprFL9jD1",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"4VMYDCV2IEDYJArk749S6m"
"147","at","Cataleya","Samra",1655889,47,"3MrTi2XjvQCZm8V1P1ryuR","Samra","6h1s4i4XKIYv4ErDelLDN0",0.708,0.794,1,-4.409,0,0.306,0.0763,0,0.168,0.69,90.125,171681,4,"6h1s4i4XKIYv4ErDelLDN0"
"148","at","Gib Ihm","Shirin David",1648365,48,"1rD0dknJwavElUpZ3AUyiO","Shirin David","0JBdTCGs111JKKYfLqOEBa",0.928,0.414,10,-10.624,0,0.314,0.249,1.85e-05,0.0842,0.543,97.986,164293,4,"0JBdTCGs111JKKYfLqOEBa"
"149","at","Jetzt rufst du an","Loredana",1640539,49,"46QHfb0an5B7cgHRfuDHas","Loredana","2Im8m4STDBosjfmb5hmP80",0.755,0.472,3,-7.287,1,0.115,0.335,0,0.11,0.415,194.012,151888,4,"2Im8m4STDBosjfmb5hmP80"
"150","at","bury a friend","Billie Eilish",1638745,50,"4NzMOnvSJVNKF7nw5NkXIP","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"151","at","Wow.","Post Malone",1600797,51,"2ve5NyzWHUbIYxL33goCX7","Post Malone","246dkjvS1zLTtiykXe5h60",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,"246dkjvS1zLTtiykXe5h60"
